01001,Aguascalientes,Aguascalientes
01006,Aguascalientes,Pabellon de Arteaga
01011,Aguascalientes,San Francisco de los Romo
02002,Baja California,Mexicali
02004,Baja California,Tijuana
02005,Baja California,Playas de Rosarito
04003,Campeche,Carmen
05030,Coahuila,Saltillo
05035,Coahuila,Torreon
06007,Colima,Manzanillo
07034,Chiapas,Frontera Comalapa
07072,Chiapas,Pueblo Nuevo Solistahuacan
07101,Chiapas,Tuxtla Gutierrez
08011,Chihuahua,Camargo
08019,Chihuahua,Chihuahua
08023,Chihuahua,Galeana
08028,Chihuahua,Guadalupe
08037,Chihuahua,Juarez
08045,Chihuahua,Meoqui
08053,Chihuahua,Praxedis G. Guerrero
10005,Durango,Durango
10012,Durango,Lerdo
10014,Durango,Mezquital
10020,Durango,Panuco de Coronado
10023,Durango,Pueblo Nuevo
10034,Durango,Tamazula
10038,Durango,Vicente Guerrero
11003,Guanajuato,San Miguel de Allende
11009,Guanajuato,Comonfort
11010,Guanajuato,Coroneo
11017,Guanajuato,Irapuato
11021,Guanajuato,Moroleon
12001,Guerrero,Acapulco de Juarez
12007,Guerrero,Arcelia
12021,Guerrero,Coyuca de Benitez
12022,Guerrero,Coyuca de Catalan
12032,Guerrero,General Heliodoro Castillo
12035,Guerrero,Iguala de la Independencia
12038,Guerrero,Zihuatanejo de Azueta
12048,Guerrero,Petatlan
12050,Guerrero,Pungarabato
12053,Guerrero,San Marcos
12054,Guerrero,San Miguel Totolapan
12058,Guerrero,Teloloapan
12059,Guerrero,Tepecoacuilco de Trujano
12068,Guerrero,La Union de Isidoro Montes de Oca
14015,Jalisco,Autlan de Navarro
14021,Jalisco,Casimiro Castillo
14025,Jalisco,Colotlan
14039,Jalisco,Guadalajara
14049,Jalisco,Jilotlan de los Dolores
14053,Jalisco,Lagos de Moreno
14055,Jalisco,Magdalena
14060,Jalisco,Mexticacan
14069,Jalisco,Quitupan
14080,Jalisco,San Sebastian del Oeste
14098,Jalisco,Tlaquepaque
14118,Jalisco,Yahualica de Gonzalez Gallo
14121,Jalisco,Zapotiltic
15001,Mexico,Acambay
15014,Mexico,Atlacomulco
15024,Mexico,Cuautitlan
15033,Mexico,Ecatepec de Morelos
15037,Mexico,Huixquilucan
15081,Mexico,Tecamac
15092,Mexico,Teotihuacan
15095,Mexico,Tepotzotlan
16004,Michoacan,Angamacutiro
16006,Michoacan,Apatzingan
16008,Michoacan,Aquila
16033,Michoacan,Gabriel Zamora
16035,Michoacan,La Huacana
16038,Michoacan,Huetamo
16050,Michoacan,Maravatio
16052,Michoacan,Lazaro Cardenas
16053,Michoacan,Morelia
16100,Michoacan,Tzintzuntzan
16102,Michoacan,Uruapan
16106,Michoacan,Yurecuaro
16108,Michoacan,Zamora
16112,Michoacan,Zitacuaro
17007,Morelos,Cuernavaca
17009,Morelos,Huitzilac
18001,Nayarit,Acaponeta
18017,Nayarit,Tepic
19004,Nuevo Leon,Allende
19009,Nuevo Leon,Cadereyta Jimenez
19011,Nuevo Leon,Cerralvo
19013,Nuevo Leon,China
19019,Nuevo Leon,San Pedro Garza Garcia
19021,Nuevo Leon,General Escobedo
19022,Nuevo Leon,General Teran
19026,Nuevo Leon,Guadalupe
19027,Nuevo Leon,Los Herreras
19038,Nuevo Leon,Montemorelos
19039,Nuevo Leon,Monterrey
19046,Nuevo Leon,San Nicolas de los Garza
19049,Nuevo Leon,Santiago
19050,Nuevo Leon,Vallecillo
20043,Oaxaca,Juchitan de Zaragoza
20150,Oaxaca,San Francisco Telixtlahuaca
20350,Oaxaca,San Sebastian Tutla
20482,Oaxaca,Santiago Pinotepa Nacional
20551,Oaxaca,Tlacolula de Matamoros
21058,Puebla,Chilchotla
21063,Puebla,Esperanza
21099,Puebla,Cañada Morelos
21119,Puebla,San Andres Cholula
22014,Queretaro,Queretaro
24013,San Luis Potosi,Ciudad Valles
24028,San Luis Potosi,San Luis Potosi
24035,San Luis Potosi,Soledad de Graciano Sanchez
24042,San Luis Potosi,Tanquian de Escobedo
25003,Sinaloa,Badiraguato
25005,Sinaloa,Cosala
25006,Sinaloa,Culiacan
25011,Sinaloa,Guasave
25012,Sinaloa,Mazatlan
25018,Sinaloa,Navolato
26002,Sonora,Agua Prieta
26018,Sonora,Cajeme
26019,Sonora,Cananea
26025,Sonora,Empalme
26030,Sonora,Hermosillo
26043,Sonora,Nogales
26047,Sonora,Pitiquito
26060,Sonora,Saric
26069,Sonora,Yecora
27004,Tabasco,Centro
27013,Tabasco,Nacajuca
28001,Tamaulipas,Abasolo
28007,Tamaulipas,Camargo
28009,Tamaulipas,Ciudad Madero
28012,Tamaulipas,Gonzalez
28016,Tamaulipas,Hidalgo
28021,Tamaulipas,El Mante
28022,Tamaulipas,Matamoros
28025,Tamaulipas,Miguel Aleman
28027,Tamaulipas,Nuevo Laredo
28030,Tamaulipas,Padilla
28032,Tamaulipas,Reynosa
28037,Tamaulipas,Soto la Marina
28038,Tamaulipas,Tampico
28040,Tamaulipas,Valle Hermoso
28041,Tamaulipas,Victoria
30111,Veracruz,Moloacan
30123,Veracruz,Panuco
30133,Veracruz,Pueblo Viejo
30193,Veracruz,Veracruz
32020,Zacatecas,Jerez
32021,Zacatecas,Jimenez del Teul
32056,Zacatecas,Zacatecas
